"","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_STATE_ABR","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME","DEP_AM_PM","ARR_AM_PM"
"37",2016,1,1,16,6,"2016-01-16","EV",20366,4905,14122,1412202,30198,"PIT","PA",23,13487,1348702,31650,"MSP","MN",63,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,726,3,0,0,0,0,0,0,0,0,"0","0"
"38",2016,1,1,16,6,"2016-01-16","WN",19393,3791,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,402,2,0,0,0,0,0,0,0,0,"0","0"
"39",2016,1,1,16,6,"2016-01-16","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,496,2,0,0,0,0,0,0,0,0,"0","0"
"40",2016,1,1,17,7,"2016-01-17","WN",19393,2873,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,994,4,0,0,0,0,0,0,0,0,"1","1"
"41",2016,1,1,17,7,"2016-01-17","AA",19805,1853,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,366,2,0,0,0,0,0,0,0,0,"1","1"
"42",2016,1,1,18,1,"2016-01-18","AA",19805,1347,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,1067,5,0,0,0,0,0,0,0,0,"1","1"
"43",2016,1,1,18,1,"2016-01-18","WN",19393,758,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,1290,6,0,0,0,0,0,0,0,0,"1","1"
"44",2016,1,1,19,2,"2016-01-19","WN",19393,758,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,1290,6,0,0,0,0,0,0,0,0,"1","1"
"45",2016,1,1,19,2,"2016-01-19","DL",19790,1677,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,526,3,0,0,0,0,0,0,0,0,"1","1"
"46",2016,1,1,20,3,"2016-01-20","WN",19393,923,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,873,4,0,0,0,0,0,0,0,0,"1","0"
"47",2016,1,1,20,3,"2016-01-20","B6",20409,1486,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,496,2,0,0,0,0,0,0,0,0,"1","0"
"48",2016,1,1,20,3,"2016-01-20","AA",19805,2045,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,366,2,0,0,0,0,0,0,0,0,"0","0"
"49",2016,1,1,21,4,"2016-01-21","AA",19805,2113,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,1814,8,0,0,0,0,0,0,0,0,"1","1"
"50",2016,1,1,21,4,"2016-01-21","WN",19393,1866,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,1910,8,0,0,0,0,0,0,0,0,"1","1"
"51",2016,1,1,21,4,"2016-01-21","UA",19977,1450,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,1117,5,0,0,0,0,0,0,0,0,"1","1"
"52",2016,1,1,21,4,"2016-01-21","EV",20366,4212,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,319,2,0,0,0,0,0,0,0,0,"1","1"
"53",2016,1,1,22,5,"2016-01-22","AA",19805,586,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,1814,8,0,0,0,0,0,0,0,0,"0","0"
"54",2016,1,1,22,5,"2016-01-22","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1807,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,413,2,0,0,0,0,0,0,0,0,"0","0"
"55",2016,1,1,22,5,"2016-01-22","WN",19393,2690,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,402,2,0,0,0,0,0,0,0,0,"0","0"
"56",2016,1,1,22,5,"2016-01-22","EV",20366,4989,14122,1412202,30198,"PIT","PA",23,13487,1348702,31650,"MSP","MN",63,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,726,3,0,0,0,0,0,0,0,0,"0","0"
"57",2016,1,1,23,6,"2016-01-23","WN",19393,3026,14122,1412202,30198,"PIT","PA",23,11259,1125903,30194,"DAL","TX",74,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,1060,5,0,0,0,0,0,0,0,0,"0","0"
"58",2016,1,1,23,6,"2016-01-23","DL",19790,2789,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,526,3,0,0,0,0,0,0,0,0,"0","0"
"59",2016,1,1,24,7,"2016-01-24","WN",19393,1581,14122,1412202,30198,"PIT","PA",23,11259,1125903,30194,"DAL","TX",74,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,1060,5,0,0,0,0,0,0,0,0,"0","0"
"60",2016,1,1,24,7,"2016-01-24","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,1067,5,0,0,0,0,0,0,0,0,"0","0"
"61",2016,1,1,24,7,"2016-01-24","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,1290,6,0,0,0,0,0,0,0,0,"0","0"
"62",2016,1,1,25,1,"2016-01-25","WN",19393,2077,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,1814,8,0,0,0,0,0,0,0,0,"0","0"
"63",2016,1,1,25,1,"2016-01-25","DL",19790,2580,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,526,3,0,0,0,0,0,0,0,0,"0","0"
"64",2016,1,1,26,2,"2016-01-26","WN",19393,1165,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,834,4,0,0,0,0,0,0,0,0,"1","0"
"65",2016,1,1,26,2,"2016-01-26","AA",19805,2045,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,366,2,0,0,0,0,0,0,0,0,"0","0"
"66",2016,1,1,26,2,"2016-01-26","UA",19977,338,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,1117,5,0,0,0,0,0,0,0,0,"0","0"
"67",2016,1,1,27,3,"2016-01-27","WN",19393,453,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,402,2,0,0,0,0,0,0,0,0,"1","1"
"68",2016,1,1,27,3,"2016-01-27","AA",19805,2045,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,366,2,0,0,0,0,0,0,0,0,"0","0"
"69",2016,1,1,27,3,"2016-01-27","UA",19977,338,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,1117,5,0,0,0,0,0,0,0,0,"0","0"
"70",2016,1,1,28,4,"2016-01-28","WN",19393,758,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1115,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,1290,6,0,0,0,0,0,0,0,0,"1","1"
"71",2016,1,1,29,5,"2016-01-29","WN",19393,901,14122,1412202,30198,"PIT","PA",23,12191,1219102,31453,"HOU","TX",74,1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,1131,5,0,0,0,0,0,0,0,0,"0","0"
"72",2016,1,1,29,5,"2016-01-29","AA",19805,817,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,366,2,0,0,0,0,0,0,0,0,"0","0"
"73",2016,1,1,30,6,"2016-01-30","AA",19805,1989,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,366,2,0,0,0,0,0,0,0,0,"1","1"
"74",2016,1,1,30,6,"2016-01-30","WN",19393,3255,14122,1412202,30198,"PIT","PA",23,10821,1082103,30852,"BWI","MD",35,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,210,1,0,0,0,0,0,0,0,0,"1","1"
"75",2016,1,1,30,6,"2016-01-30","DL",19790,1450,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,526,3,0,0,0,0,0,0,0,0,"1","1"
"76",2016,1,1,31,7,"2016-01-31","WN",19393,3184,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,834,4,0,0,0,0,0,0,0,0,"0","0"
"77",2016,1,1,31,7,"2016-01-31","UA",19977,1151,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,413,2,0,0,0,0,0,0,0,0,"0","0"
